reduction_type,benchmark,query,input_count,output_count
prototype,joinorder,10b,3140339,0
prototype,joinorder,10c,1435439,1435439
prototype,joinorder,10c,3140339,1
prototype,joinorder,10c,1749032,6
prototype,joinorder,11a,29997,2259
prototype,joinorder,11a,1271989,91
prototype,joinorder,11a,910581,22
prototype,joinorder,11a,234997,32
prototype,joinorder,11b,29997,2259
prototype,joinorder,11b,1271989,80
prototype,joinorder,11b,234997,37
prototype,joinorder,11b,36,1
prototype,joinorder,11c,2609129,23709
prototype,joinorder,11c,4523930,276400
prototype,joinorder,11c,29997,271
prototype,joinorder,11c,2528312,4
prototype,joinorder,11d,29997,20802
prototype,joinorder,11d,2528312,182
prototype,joinorder,11d,2609129,903
prototype,joinorder,11d,234997,222
prototype,joinorder,12a,52629,52629
prototype,joinorder,12a,2609129,11899
prototype,joinorder,12a,445860,548
prototype,joinorder,12a,84843,350
prototype,joinorder,12b,2528312,10
prototype,joinorder,12b,14835720,581
prototype,joinorder,12b,2609129,33
prototype,joinorder,12c,192839,192839
prototype,joinorder,12c,2609129,690042
prototype,joinorder,12c,1042800,194105
prototype,joinorder,12c,84843,5150
prototype,joinorder,13a,2528312,2528312
prototype,joinorder,13a,14835720,1062063
prototype,joinorder,13b,2528312,2528312
prototype,joinorder,13b,2609129,2609129
prototype,joinorder,13b,84843,58
prototype,joinorder,13b,14835720,967
prototype,joinorder,13c,2609129,181
prototype,joinorder,13c,84843,34
prototype,joinorder,13c,1380035,57
prototype,joinorder,13c,14835720,142
prototype,joinorder,13d,2528312,2528312
prototype,joinorder,13d,2609129,2609129
prototype,joinorder,13d,84843,83368
prototype,joinorder,13d,14835720,13104004
prototype,joinorder,14a,391666,391666
prototype,joinorder,14a,1380035,1097264
prototype,joinorder,14a,4523930,213467
prototype,joinorder,14b,373409,373409
prototype,joinorder,14b,4523930,4477675
prototype,joinorder,14b,391666,4017
prototype,joinorder,14c,1380035,1380035
prototype,joinorder,14c,4523930,4523577
prototype,joinorder,14c,1012920,118012
prototype,joinorder,15a,2528312,2928
prototype,joinorder,15a,361472,280
prototype,joinorder,15a,61664,42
prototype,joinorder,15a,4523930,182
prototype,joinorder,15b,716259,256
prototype,joinorder,15b,256,73
prototype,joinorder,15b,361472,280
prototype,joinorder,15b,4523930,37
prototype,joinorder,15c,2528312,2967
prototype,joinorder,15c,361472,288
prototype,joinorder,15c,2609129,242
prototype,joinorder,15c,4523930,694
prototype,joinorder,15d,2528312,151405
prototype,joinorder,15d,361472,20305
prototype,joinorder,15d,2609129,1238
prototype,joinorder,15d,4523930,2235
prototype,joinorder,16a,2609129,1664847
prototype,joinorder,16a,36244344,11782837
prototype,joinorder,16a,4167491,4167491
prototype,joinorder,16a,901343,901343
prototype,joinorder,16a,68245,20114
prototype,joinorder,16b,2609129,1664847
prototype,joinorder,16b,36244344,11782837
prototype,joinorder,16b,4167491,4167491
prototype,joinorder,16b,901343,901343
prototype,joinorder,16b,2528312,750211
prototype,joinorder,16c,2609129,1664847
prototype,joinorder,16c,36244344,11782837
prototype,joinorder,16c,4167491,4167491
prototype,joinorder,16c,901343,901343
prototype,joinorder,16c,946906,280316
prototype,joinorder,16d,2609129,1664847
prototype,joinorder,16d,36244344,11782837
prototype,joinorder,16d,4167491,4167491
prototype,joinorder,16d,901343,901343
prototype,joinorder,16d,692556,205195
prototype,joinorder,17a,36244344,22819686
prototype,joinorder,17a,2528312,1540756
prototype,joinorder,17a,343399,343399
prototype,joinorder,17a,2609129,952666
prototype,joinorder,17b,36244344,22819686
prototype,joinorder,17b,36174,36174
prototype,joinorder,17b,2609129,1624801
prototype,joinorder,17b,2528312,20196
prototype,joinorder,17c,36244344,22819686
prototype,joinorder,17c,2664,2664
prototype,joinorder,17c,2609129,1624801
prototype,joinorder,17c,2528312,187
prototype,joinorder,17d,36244344,22819686
prototype,joinorder,17d,2528312,1540756
prototype,joinorder,17d,5216,5216
prototype,joinorder,17d,2609129,10814
prototype,joinorder,17e,2609129,1664847
prototype,joinorder,17e,36244344,11782837
prototype,joinorder,17e,4167491,4167491
prototype,joinorder,17e,2528312,784743
prototype,joinorder,17f,36244344,22819686
prototype,joinorder,17f,2528312,1540756
prototype,joinorder,17f,536716,536716
prototype,joinorder,17f,2609129,1165248
prototype,joinorder,18a,14906,14906
prototype,joinorder,18a,1380035,34132
prototype,joinorder,18a,14835720,124751
prototype,joinorder,18a,2528312,407
prototype,joinorder,18b,961555,961290
prototype,joinorder,18b,52629,45433
prototype,joinorder,18b,784488,8
prototype,joinorder,18c,3184466,3183589
prototype,joinorder,18c,1380035,1376846
prototype,joinorder,18c,2528312,2521388
prototype,joinorder,18c,1244716,1145924
prototype,joinorder,19a,3140339,2232217
prototype,joinorder,19a,901343,323263
prototype,joinorder,19a,574556,526887
prototype,joinorder,19a,6768,2347
prototype,joinorder,19a,2609129,367
prototype,joinorder,19a,13590555,2163
prototype,joinorder,19b,3140339,1926029
prototype,joinorder,19b,5409,1571
prototype,joinorder,19b,7,7
prototype,joinorder,19b,901343,273681
prototype,joinorder,19b,440138,23
prototype,joinorder,19b,13590555,372
prototype,joinorder,19c,3140339,2232217
prototype,joinorder,19c,901343,323263
prototype,joinorder,19c,2528312,2317573
prototype,joinorder,19c,50011,17774
prototype,joinorder,19c,2609129,4349
prototype,joinorder,19c,13590555,18673
prototype,joinorder,19d,3140339,2232217
prototype,joinorder,19d,961555,342440
prototype,joinorder,19d,2528312,2317573
prototype,joinorder,19d,901343,323263
prototype,joinorder,19d,2609129,1148046
prototype,joinorder,19d,14835720,571134
prototype,joinorder,1a,2609129,8313
prototype,joinorder,1a,2528312,105
prototype,joinorder,1b,2609129,120
prototype,joinorder,1b,716259,4
prototype,joinorder,1c,17816,23
prototype,joinorder,1c,391666,12
prototype,joinorder,1d,2609129,120
prototype,joinorder,1d,2528312,3
prototype,joinorder,20a,2528312,1058755
prototype,joinorder,20a,135086,61570
prototype,joinorder,20a,36244344,616123
prototype,joinorder,20b,2528312,1058755
prototype,joinorder,20b,135086,61570
prototype,joinorder,20b,36244344,147869
prototype,joinorder,20c,2528312,610128
prototype,joinorder,20c,135086,37725
prototype,joinorder,20c,36244344,133562
prototype,joinorder,20c,4167491,16292
prototype,joinorder,21a,29997,2259
prototype,joinorder,21a,910581,25
prototype,joinorder,21a,1271989,69
prototype,joinorder,21a,153897,31
prototype,joinorder,21a,234997,32
prototype,joinorder,21b,29997,27914
prototype,joinorder,21b,1042800,52
prototype,joinorder,21b,1271989,92
prototype,joinorder,21b,234997,43
prototype,joinorder,21b,4523930,324
prototype,joinorder,21c,29997,2259
prototype,joinorder,21c,2528312,29
prototype,joinorder,21c,1271989,91
prototype,joinorder,21c,234997,42
prototype,joinorder,21c,936223,55
prototype,joinorder,22a,440138,440138
prototype,joinorder,22a,662065,662065
prototype,joinorder,22a,1380035,10399
prototype,joinorder,22a,234997,2320
prototype,joinorder,22a,4523930,28848
prototype,joinorder,22b,440138,440138
prototype,joinorder,22b,533369,533369
prototype,joinorder,22b,234997,251
prototype,joinorder,22b,1380035,453
prototype,joinorder,22b,4523930,1493
prototype,joinorder,22c,440138,440138
prototype,joinorder,22c,1012920,1012920
prototype,joinorder,22c,234997,7942
prototype,joinorder,22c,1380035,205821
prototype,joinorder,22c,4523930,355932
prototype,joinorder,22d,2609129,2609129
prototype,joinorder,22d,1012920,1012920
prototype,joinorder,22d,234997,200930
prototype,joinorder,22d,1380035,1318858
prototype,joinorder,22d,4523930,1159465
prototype,joinorder,23a,2528312,525970
prototype,joinorder,23a,280629,55021
prototype,joinorder,23a,2609129,22679
prototype,joinorder,23a,4523930,156
prototype,joinorder,23b,2528312,1368
prototype,joinorder,23b,684,410
prototype,joinorder,23b,135086,129
prototype,joinorder,23b,2609129,1003
prototype,joinorder,23b,1771,2
prototype,joinorder,23c,2528312,525970
prototype,joinorder,23c,2609129,77704
prototype,joinorder,23c,5053,7
prototype,joinorder,23c,4523930,166
prototype,joinorder,24a,391666,5958
prototype,joinorder,24a,2609129,3272
prototype,joinorder,24a,13590555,19231
prototype,joinorder,24a,1576,1490
prototype,joinorder,24a,3140339,226
prototype,joinorder,24a,901343,338
prototype,joinorder,24a,50011,6
prototype,joinorder,24b,4523930,88
prototype,joinorder,24b,2609129,36
prototype,joinorder,24b,13590555,280
prototype,joinorder,24b,867477,57
prototype,joinorder,24b,3140339,13
prototype,joinorder,24b,901343,19
prototype,joinorder,24b,50011,1
prototype,joinorder,25a,2528312,1093616
prototype,joinorder,25a,1380035,613015
prototype,joinorder,25a,4523930,914151
prototype,joinorder,25a,1244716,19208
prototype,joinorder,25a,3184466,8352
prototype,joinorder,25b,30801,23
prototype,joinorder,25b,1380035,30
prototype,joinorder,25b,4523930,74
prototype,joinorder,25b,1244716,3
prototype,joinorder,25b,3184466,2
prototype,joinorder,25c,1380035,1376846
prototype,joinorder,25c,2528312,2521388
prototype,joinorder,25c,4523930,4260730
prototype,joinorder,25c,1244716,292598
prototype,joinorder,25c,3184466,129607
prototype,joinorder,26a,2528312,610128
prototype,joinorder,26a,135086,1761
prototype,joinorder,26a,36244344,37171
prototype,joinorder,26a,3140339,157089
prototype,joinorder,26a,4167491,1336
prototype,joinorder,26b,1012920,41810
prototype,joinorder,26b,135086,277
prototype,joinorder,26b,36244344,1334
prototype,joinorder,26b,3140339,382
prototype,joinorder,26c,135086,37725
prototype,joinorder,26c,2528312,610128
prototype,joinorder,26c,1380035,2909
prototype,joinorder,26c,36244344,133454
prototype,joinorder,26c,3140339,1488089
prototype,joinorder,27a,29997,28666
prototype,joinorder,27a,28666,2278
prototype,joinorder,27a,910581,47
prototype,joinorder,27a,135086,7
prototype,joinorder,27a,1271989,35
prototype,joinorder,27a,234997,17
prototype,joinorder,27a,4523930,39
prototype,joinorder,27b,29997,28666
prototype,joinorder,27b,28666,2278
prototype,joinorder,27b,46583,7
prototype,joinorder,27b,135086,3
prototype,joinorder,27b,1271989,10
prototype,joinorder,27b,4523930,14
prototype,joinorder,27b,234997,9
prototype,joinorder,27c,29997,2259
prototype,joinorder,27c,2528312,29
prototype,joinorder,27c,135086,13
prototype,joinorder,27c,1271989,38
prototype,joinorder,27c,234997,22
prototype,joinorder,27c,936223,20
prototype,joinorder,28a,2528312,2528312
prototype,joinorder,28a,135086,135079
prototype,joinorder,28a,440138,19505
prototype,joinorder,28a,234997,1191
prototype,joinorder,28a,1380035,7338
prototype,joinorder,28a,4523930,50289
prototype,joinorder,28b,1012920,830382
prototype,joinorder,28b,135086,13828
prototype,joinorder,28b,440138,409
prototype,joinorder,28b,234997,151
prototype,joinorder,28b,308267,50
prototype,joinorder,28b,4523930,1132
prototype,joinorder,28c,1012920,1012920
prototype,joinorder,28c,135086,134965
prototype,joinorder,28c,440138,16886
prototype,joinorder,28c,1380035,6495
prototype,joinorder,28c,234997,1535
prototype,joinorder,28c,4523930,75304
prototype,joinorder,29a,836701,76
prototype,joinorder,29a,135086,1
prototype,joinorder,29a,50011,1
prototype,joinorder,29a,901343,3
prototype,joinorder,29a,2609129,22
prototype,joinorder,29a,2963664,163
prototype,joinorder,29a,13590555,456
prototype,joinorder,29a,4523930,108
prototype,joinorder,29b,836701,76
prototype,joinorder,29b,76,1
prototype,joinorder,29b,135086,1
prototype,joinorder,29b,50011,1
prototype,joinorder,29b,901343,3
prototype,joinorder,29b,2609129,22
prototype,joinorder,29b,2963664,163
prototype,joinorder,29b,387683,1
prototype,joinorder,29b,4523930,108
prototype,joinorder,29c,1042800,255
prototype,joinorder,29c,135086,61
prototype,joinorder,29c,2609129,415
prototype,joinorder,29c,13590555,5706
prototype,joinorder,29c,3140339,88
prototype,joinorder,29c,50011,3
prototype,joinorder,29c,901343,167
prototype,joinorder,29c,2963664,970
prototype,joinorder,2a,2609129,1664847
prototype,joinorder,2a,2528312,19142
prototype,joinorder,2b,2609129,1664847
prototype,joinorder,2b,2528312,6059
prototype,joinorder,2c,2609129,1664847
prototype,joinorder,2c,2528312,0
prototype,joinorder,2d,2609129,1664847
prototype,joinorder,2d,2528312,801964
prototype,joinorder,30a,2528312,2175024
prototype,joinorder,30a,135086,117118
prototype,joinorder,30a,1380035,1060
prototype,joinorder,30a,4523930,43252
prototype,joinorder,30a,1244716,271
prototype,joinorder,30a,3184466,224
prototype,joinorder,30b,2528312,2175024
prototype,joinorder,30b,135086,117118
prototype,joinorder,30b,1380035,6
prototype,joinorder,30b,4523930,291
prototype,joinorder,30b,1244716,5
prototype,joinorder,30b,3184466,4
prototype,joinorder,30c,2528312,2521388
prototype,joinorder,30c,135086,134819
prototype,joinorder,30c,1380035,45909
prototype,joinorder,30c,4523930,465093
prototype,joinorder,30c,1244716,8657
prototype,joinorder,30c,3184466,4253
prototype,joinorder,31a,2528312,2028
prototype,joinorder,31a,1380035,3595
prototype,joinorder,31a,73047,452
prototype,joinorder,31a,4523930,21502
prototype,joinorder,31a,1244716,205
prototype,joinorder,31a,3184466,173
prototype,joinorder,31b,2528312,120
prototype,joinorder,31b,1380035,362
prototype,joinorder,31b,73047,9
prototype,joinorder,31b,4523930,714
prototype,joinorder,31b,1244716,10
prototype,joinorder,31b,3184466,6
prototype,joinorder,31c,1380035,3595
prototype,joinorder,31c,2528312,2028
prototype,joinorder,31c,188971,834
prototype,joinorder,31c,4523930,27157
prototype,joinorder,31c,1244716,243
prototype,joinorder,31c,4167491,222
prototype,joinorder,32a,2528312,1
prototype,joinorder,32a,29997,0
prototype,joinorder,32a,18,0
prototype,joinorder,32a,2528312,0
prototype,joinorder,32b,2528312,1580161
prototype,joinorder,32b,29997,20686
prototype,joinorder,32b,18,16
prototype,joinorder,32b,2528312,12189
prototype,joinorder,33a,2609129,2343
prototype,joinorder,33a,445860,133
prototype,joinorder,33a,2528312,611
prototype,joinorder,33a,84843,37
prototype,joinorder,33a,2609129,141
prototype,joinorder,33a,479,479
prototype,joinorder,33a,234997,98
prototype,joinorder,33b,2609129,2343
prototype,joinorder,33b,2343,154
prototype,joinorder,33b,2528312,611
prototype,joinorder,33b,119565,33
prototype,joinorder,33b,2609129,6
prototype,joinorder,33b,234997,5
prototype,joinorder,33b,674828,2
prototype,joinorder,33b,1380035,3
prototype,joinorder,33c,2609129,2343
prototype,joinorder,33c,1042800,388
prototype,joinorder,33c,2528312,611
prototype,joinorder,33c,234997,341
prototype,joinorder,33c,2609129,643
prototype,joinorder,33c,234997,287
prototype,joinorder,33c,15231,15231
prototype,joinorder,3a,1012920,991664
prototype,joinorder,3a,4523930,4433306
prototype,joinorder,3b,4523930,11354
prototype,joinorder,3b,391666,517
prototype,joinorder,3c,4523930,4523930
prototype,joinorder,3c,2528312,2528312
prototype,joinorder,4a,4523930,4523930
prototype,joinorder,4a,1012920,1012920
prototype,joinorder,4b,4523930,6033
prototype,joinorder,4b,391666,74
prototype,joinorder,4c,4523930,4523930
prototype,joinorder,4c,2528312,2528312
prototype,joinorder,5a,113,7
prototype,joinorder,5a,24025,23537
prototype,joinorder,5a,1012920,0
prototype,joinorder,5b,113,5
prototype,joinorder,5b,1418,1418
prototype,joinorder,5b,391666,0
prototype,joinorder,5c,113,8
prototype,joinorder,5c,487819,487819
prototype,joinorder,5c,2528312,716
prototype,joinorder,6a,4523930,14
prototype,joinorder,6a,36244344,1242
prototype,joinorder,6a,2,1
prototype,joinorder,6a,391666,11
prototype,joinorder,6b,4523930,35548
prototype,joinorder,6b,36244344,201
prototype,joinorder,6b,2,1
prototype,joinorder,6c,4523930,14
prototype,joinorder,6c,438,2
prototype,joinorder,6c,36244344,33
prototype,joinorder,6c,2,1
prototype,joinorder,6d,4523930,35548
prototype,joinorder,6d,36244344,15631516
prototype,joinorder,6d,2,2
prototype,joinorder,6d,2528312,1058755
prototype,joinorder,6e,4523930,14
prototype,joinorder,6e,2528312,14
prototype,joinorder,6e,36244344,1242
prototype,joinorder,6e,2,1
prototype,joinorder,6f,4523930,35548
prototype,joinorder,6f,2528312,1058755
prototype,joinorder,6f,36244344,3166128
prototype,joinorder,6f,4167491,4167491
prototype,joinorder,7a,36244344,8764
prototype,joinorder,7a,1007327,22
prototype,joinorder,7a,29997,1310
prototype,joinorder,7a,340186,7
prototype,joinorder,7a,674692,7
prototype,joinorder,7b,36244344,8764
prototype,joinorder,7b,29997,1310
prototype,joinorder,7b,76065,2141
prototype,joinorder,7b,165759,1
prototype,joinorder,7b,674692,2
prototype,joinorder,7c,36244344,34262729
prototype,joinorder,7c,901343,364453
prototype,joinorder,7c,2528312,127044
prototype,joinorder,7c,941792,81002
prototype,joinorder,8a,2528312,99477
prototype,joinorder,8a,48897,3290
prototype,joinorder,8a,21066,12
prototype,joinorder,8a,901343,6
prototype,joinorder,8b,93095,226
prototype,joinorder,8b,48897,3
prototype,joinorder,8b,21066,2
prototype,joinorder,8b,901343,3
prototype,joinorder,8c,2528312,2528312
prototype,joinorder,8c,2728943,2728943
prototype,joinorder,8c,4167491,4162724
prototype,joinorder,8d,2528312,2528312
prototype,joinorder,8d,276403,276403
prototype,joinorder,8d,4167491,790055
prototype,joinorder,9a,3140339,2232217
prototype,joinorder,9a,2609129,2395543
prototype,joinorder,9a,6768,2347
prototype,joinorder,9a,1107888,1015498
prototype,joinorder,9a,901343,31
prototype,joinorder,9b,3140339,1926029
prototype,joinorder,9b,512825,450409
prototype,joinorder,9b,440138,388561
prototype,joinorder,9b,901343,2460
prototype,joinorder,9b,5409,18
prototype,joinorder,9c,3140339,2232217
prototype,joinorder,9c,2609129,2395543
prototype,joinorder,9c,50011,17774
prototype,joinorder,9c,2528312,2317573
prototype,joinorder,9c,901343,451
prototype,joinorder,9d,3140339,2232217
prototype,joinorder,9d,961555,342440
prototype,joinorder,9d,2609129,2395543
prototype,joinorder,9d,2528312,2317573
prototype,joinorder,9d,901343,110899
legacy,joinorder,10a,3140339,465
legacy,joinorder,10a,1012920,156
legacy,joinorder,10b,391666,2251
legacy,joinorder,10b,1435439,2315
legacy,joinorder,10b,3140339,0
legacy,joinorder,10c,1435439,798679
legacy,joinorder,10c,3140339,3
legacy,joinorder,10c,1749032,13
legacy,joinorder,11a,29997,548
legacy,joinorder,11a,1271989,131
legacy,joinorder,11a,910581,35
legacy,joinorder,11a,234997,32
legacy,joinorder,11b,29997,548
legacy,joinorder,11b,1271989,117
legacy,joinorder,11b,234997,37
legacy,joinorder,11b,36,1
legacy,joinorder,11c,2609129,23709
legacy,joinorder,11c,4523930,210733
legacy,joinorder,11c,29997,271
legacy,joinorder,11c,2528312,12
legacy,joinorder,11d,29997,2782
legacy,joinorder,11d,2528312,543
legacy,joinorder,11d,2609129,1379
legacy,joinorder,11d,234997,222
legacy,joinorder,12a,52629,17476
legacy,joinorder,12a,2609129,12573
legacy,joinorder,12a,445860,824
legacy,joinorder,12a,84843,347
legacy,joinorder,12b,2528312,25
legacy,joinorder,12b,14835720,629
legacy,joinorder,12b,2609129,33
legacy,joinorder,12c,192839,70815
legacy,joinorder,12c,2609129,140122
legacy,joinorder,12c,1042800,18337
legacy,joinorder,12c,84843,2818
legacy,joinorder,13a,2528312,1016496
legacy,joinorder,13a,14835720,355682
legacy,joinorder,13b,2528312,1016496
legacy,joinorder,13b,2609129,1633886
legacy,joinorder,13b,84843,58
legacy,joinorder,13b,14835720,1152
legacy,joinorder,13c,2609129,198
legacy,joinorder,13c,84843,34
legacy,joinorder,13c,1380035,60
legacy,joinorder,13c,14835720,177
legacy,joinorder,13d,2528312,1016496
legacy,joinorder,13d,2609129,1633886
legacy,joinorder,13d,84843,30702
legacy,joinorder,13d,14835720,2643752
legacy,joinorder,14a,391666,206272
legacy,joinorder,14a,1380035,54643
legacy,joinorder,14a,4523930,77462
legacy,joinorder,14b,373409,231056
legacy,joinorder,14b,4523930,1517338
legacy,joinorder,14b,391666,1685
legacy,joinorder,14c,1380035,851071
legacy,joinorder,14c,4523930,2403506
legacy,joinorder,14c,1012920,12905
legacy,joinorder,15a,2528312,4485
legacy,joinorder,15a,361472,300
legacy,joinorder,15a,61664,42
legacy,joinorder,15a,4523930,189
legacy,joinorder,15b,361472,300
legacy,joinorder,15b,716259,375
legacy,joinorder,15b,375,109
legacy,joinorder,15b,4523930,37
legacy,joinorder,15c,2528312,4516
legacy,joinorder,15c,361472,309
legacy,joinorder,15c,2609129,322
legacy,joinorder,15c,4523930,729
legacy,joinorder,15d,2528312,26582
legacy,joinorder,15d,361472,1625
legacy,joinorder,15d,2609129,1649
legacy,joinorder,15d,4523930,2529
legacy,joinorder,16a,2609129,195565
legacy,joinorder,16a,36244344,1255913
legacy,joinorder,16a,4167491,1143403
legacy,joinorder,16a,901343,370972
legacy,joinorder,16a,68245,1397
legacy,joinorder,16b,2609129,195565
legacy,joinorder,16b,36244344,1255913
legacy,joinorder,16b,4167491,1143403
legacy,joinorder,16b,901343,370972
legacy,joinorder,16b,2528312,58647
legacy,joinorder,16c,2609129,195565
legacy,joinorder,16c,36244344,1255913
legacy,joinorder,16c,4167491,1143403
legacy,joinorder,16c,901343,370972
legacy,joinorder,16c,946906,21153
legacy,joinorder,16d,2609129,195565
legacy,joinorder,16d,36244344,1255913
legacy,joinorder,16d,4167491,1143403
legacy,joinorder,16d,901343,370972
legacy,joinorder,16d,692556,15682
legacy,joinorder,17a,36244344,1886149
legacy,joinorder,17a,2528312,100412
legacy,joinorder,17a,343399,125975
legacy,joinorder,17a,2609129,145910
legacy,joinorder,17b,36244344,1886149
legacy,joinorder,17b,36174,13376
legacy,joinorder,17b,2609129,191839
legacy,joinorder,17b,2528312,11086
legacy,joinorder,17c,36244344,1886149
legacy,joinorder,17c,2664,892
legacy,joinorder,17c,2609129,191839
legacy,joinorder,17c,2528312,460
legacy,joinorder,17d,36244344,1886149
legacy,joinorder,17d,2528312,100412
legacy,joinorder,17d,5216,1955
legacy,joinorder,17d,2609129,11352
legacy,joinorder,17e,2609129,195565
legacy,joinorder,17e,36244344,1255913
legacy,joinorder,17e,4167491,1143403
legacy,joinorder,17e,2528312,60368
legacy,joinorder,17f,36244344,1886149
legacy,joinorder,17f,2528312,100412
legacy,joinorder,17f,536716,197496
legacy,joinorder,17f,2609129,160719
legacy,joinorder,18a,14906,5236
legacy,joinorder,18a,1380035,15700
legacy,joinorder,18a,14835720,114110
legacy,joinorder,18a,2528312,988
legacy,joinorder,18b,961555,163305
legacy,joinorder,18b,52629,5109
legacy,joinorder,18b,784488,16
legacy,joinorder,18c,3184466,539620
legacy,joinorder,18c,1380035,299756
legacy,joinorder,18c,2528312,358941
legacy,joinorder,18c,1244716,113174
legacy,joinorder,19a,3140339,141061
legacy,joinorder,19a,901343,32543
legacy,joinorder,19a,574556,44741
legacy,joinorder,19a,6768,152
legacy,joinorder,19a,2609129,457
legacy,joinorder,19a,13590555,2255
legacy,joinorder,19b,3140339,120393
legacy,joinorder,19b,901343,29523
legacy,joinorder,19b,7,3
legacy,joinorder,19b,5409,109
legacy,joinorder,19b,440138,23
legacy,joinorder,19b,13590555,373
legacy,joinorder,19c,3140339,141061
legacy,joinorder,19c,901343,32543
legacy,joinorder,19c,2528312,188303
legacy,joinorder,19c,50011,1203
legacy,joinorder,19c,2609129,6167
legacy,joinorder,19c,13590555,22154
legacy,joinorder,19d,3140339,141061
legacy,joinorder,19d,2528312,188303
legacy,joinorder,19d,961555,26258
legacy,joinorder,19d,901343,32543
legacy,joinorder,19d,2609129,98134
legacy,joinorder,19d,14835720,237576
legacy,joinorder,1a,2609129,8558
legacy,joinorder,1a,2528312,270
legacy,joinorder,1b,716259,8
legacy,joinorder,1b,2609129,129
legacy,joinorder,1c,17816,25
legacy,joinorder,1c,391666,66
legacy,joinorder,1d,2609129,129
legacy,joinorder,1d,2528312,8
legacy,joinorder,20a,2528312,74981
legacy,joinorder,20a,135086,12212
legacy,joinorder,20a,36244344,471009
legacy,joinorder,20b,135086,12212
legacy,joinorder,20b,2528312,74981
legacy,joinorder,20b,36244344,165724
legacy,joinorder,20c,2528312,52893
legacy,joinorder,20c,135086,9260
legacy,joinorder,20c,36244344,150223
legacy,joinorder,20c,4167491,13714
legacy,joinorder,21a,29997,548
legacy,joinorder,21a,910581,39
legacy,joinorder,21a,1271989,107
legacy,joinorder,21a,234997,32
legacy,joinorder,21a,153897,34
legacy,joinorder,21b,29997,2982
legacy,joinorder,21b,1042800,121
legacy,joinorder,21b,1271989,147
legacy,joinorder,21b,4523930,403
legacy,joinorder,21b,234997,43
legacy,joinorder,21c,29997,548
legacy,joinorder,21c,2528312,87
legacy,joinorder,21c,1271989,131
legacy,joinorder,21c,234997,42
legacy,joinorder,21c,936223,77
legacy,joinorder,22a,440138,302112
legacy,joinorder,22a,662065,343358
legacy,joinorder,22a,1380035,8947
legacy,joinorder,22a,234997,2140
legacy,joinorder,22a,4523930,29198
legacy,joinorder,22b,440138,302112
legacy,joinorder,22b,533369,274651
legacy,joinorder,22b,1380035,585
legacy,joinorder,22b,234997,251
legacy,joinorder,22b,4523930,1558
legacy,joinorder,22c,440138,309637
legacy,joinorder,22c,1012920,538294
legacy,joinorder,22c,234997,5614
legacy,joinorder,22c,1380035,44555
legacy,joinorder,22c,4523930,221020
legacy,joinorder,22d,2609129,1639430
legacy,joinorder,22d,1012920,538294
legacy,joinorder,22d,234997,56955
legacy,joinorder,22d,1380035,163925
legacy,joinorder,22d,4523930,379996
legacy,joinorder,23a,2528312,48951
legacy,joinorder,23a,18773,1580
legacy,joinorder,23a,2609129,23295
legacy,joinorder,23a,4523930,156
legacy,joinorder,23b,2528312,2756
legacy,joinorder,23b,1526,427
legacy,joinorder,23b,135086,141
legacy,joinorder,23b,2609129,1053
legacy,joinorder,23b,1771,2
legacy,joinorder,23c,2528312,48951
legacy,joinorder,23c,5053,8
legacy,joinorder,23c,2609129,66299
legacy,joinorder,23c,4523930,166
legacy,joinorder,24a,391666,1857
legacy,joinorder,24a,2609129,3728
legacy,joinorder,24a,13590555,20523
legacy,joinorder,24a,1576,289
legacy,joinorder,24a,3140339,660
legacy,joinorder,24a,50011,6
legacy,joinorder,24a,901343,468
legacy,joinorder,24b,4523930,93
legacy,joinorder,24b,2609129,37
legacy,joinorder,24b,13590555,288
legacy,joinorder,24b,867477,57
legacy,joinorder,24b,3140339,39
legacy,joinorder,24b,50011,1
legacy,joinorder,24b,901343,25
legacy,joinorder,25a,2528312,76163
legacy,joinorder,25a,1380035,65190
legacy,joinorder,25a,4523930,331934
legacy,joinorder,25a,1244716,10428
legacy,joinorder,25a,3184466,8653
legacy,joinorder,25b,30801,26
legacy,joinorder,25b,1380035,30
legacy,joinorder,25b,4523930,74
legacy,joinorder,25b,1244716,5
legacy,joinorder,25b,3184466,6
legacy,joinorder,25c,1380035,299756
legacy,joinorder,25c,2528312,358941
legacy,joinorder,25c,4523930,1460211
legacy,joinorder,25c,1244716,35021
legacy,joinorder,25c,3184466,27105
legacy,joinorder,26a,2528312,52893
legacy,joinorder,26a,135086,1376
legacy,joinorder,26a,36244344,41914
legacy,joinorder,26a,3140339,29239
legacy,joinorder,26a,4167491,3937
legacy,joinorder,26b,1012920,8457
legacy,joinorder,26b,135086,339
legacy,joinorder,26b,36244344,1434
legacy,joinorder,26b,3140339,1097
legacy,joinorder,26c,2528312,52893
legacy,joinorder,26c,135086,9260
legacy,joinorder,26c,1380035,3251
legacy,joinorder,26c,36244344,150093
legacy,joinorder,26c,3140339,96567
legacy,joinorder,27a,29997,3714
legacy,joinorder,27a,3714,1127
legacy,joinorder,27a,910581,107
legacy,joinorder,27a,135086,14
legacy,joinorder,27a,1271989,40
legacy,joinorder,27a,234997,17
legacy,joinorder,27a,4523930,40
legacy,joinorder,27b,29997,3714
legacy,joinorder,27b,3714,1127
legacy,joinorder,27b,46583,9
legacy,joinorder,27b,135086,6
legacy,joinorder,27b,1271989,11
legacy,joinorder,27b,234997,9
